tooltype;steel;stainless;castiron;aluminum;universal;catnum;invnum;unit;grinded;mfr;holdertype;tipdiamm;tipdiainch;shankdia;pitch;neckdia;tslotdp;toollen;splen;worklen;bladecnt;tiptype;tipsize;material;coating;inserttype;cabinet;qty;issued;avail;minqty;secocab;sandvikcab;kennacab;niagaracab;extcab;sourcetable;subtype
Drill;1;0;1;1;0;62BGZ721;726.9114.1479;inch;Yes;KENNAMETAL;SK-40;50.8;2;30;N/A;N/A;N/A;129.7;16.0;59.74;9;30°;N/A;VHM;Aluminium Titanium Nitride;N/A;1_B_5;10;2;8;8;N/A;N/A;4_C_10;N/A;50;tool;Modular Drill
T-Slot Mill;0;0;0;0;1;64XZA402;719.6045.5268;inch;No;KENNAMETAL;HSK-A63;6.35;0.25;10;N/A;11;14.8083;75.21;12.0;52.29;6;30°;0.12;VHM;Diamond;N/A;1_D_1;9;0;9;8;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
Face Mill;0;0;0;0;1;47XUV934;707.1087.5032;inch;Yes;Niagara Cutter;HSK-A63;6.35;0.25;32;N/A;N/A;N/A;56.0;15.64;36.0;6;N/A;0.03;VHM;Diamond;Type 2;1_E_13;5;3;2;2;N/A;N/A;N/A;1_C_7;40;tool;Face Mill
T-Slot Mill;1;0;1;0;0;47ZTK790;706.6079.9464;mm;No;Garant;HSK-A63;20;0.7874;40;N/A;5;14.6469;174.0;51.2;53.92;6;90°;0.4;VHM;Diamond;Type 3;5_C_4;4;1;3;4;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
End Mill;0;0;1;1;0;18UBX594;740.2922.1172;mm;Yes;Sandvik;SK-40;3.5;0.1378;27;N/A;N/A;N/A;66.0;31.0;43.0;6;90°;1;HSS;Diamond;N/A;1_B_1;13;5;8;3;N/A;4_F_7;N/A;N/A;23;tool;Variable Helix End Mill
End Mill;0;0;1;0;0;94AOV411;748.9823.7047;mm;Yes;Sandvik;SK-40;12;0.4724;33;N/A;N/A;N/A;181.0;20.71;43.08;3;30°;N/A;HSS;None;Type 2;6_E_2;7;2;5;4;N/A;3_F_12;N/A;N/A;25;tool;Variable Helix End Mill
Chamfer Mill;0;0;0;0;1;27QRZ768;737.6628.9081;inch;Yes;Niagara Cutter;HSK-A63;25.4;1;27;N/A;N/A;N/A;148.0;41.12;46.0;8;45°;N/A;VHM;Aluminium Titanium Nitride;N/A;5_A_13;6;1;5;0;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Sphere Mill;0;1;1;1;0;61KQP276;729.2876.7881;inch;Yes;Sandvik;HSK-A63;12.7;0.5;37;N/A;N/A;N/A;97.28;32.0;70.0;3;30°;N/A;HSS;None;Type 2;6_D_7;9;1;8;8;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Thread Tap;0;0;0;0;1;23BKJ666;794.7957.3319;inch;Yes;KENNAMETAL;SK-40;25.4;1;28;4-40;N/A;N/A;153.0;59.5;85.66;2;90°;N/A;HSS;Diamond;Type 2;4_C_2;15;5;10;3;N/A;N/A;6_C_9;N/A;11;tool;Blind Hole Thread Tap
Drill;0;0;0;0;1;93FIJ594;769.8201.7873;mm;No;Niagara Cutter;HSK-A63;1.5;0.0591;47;N/A;N/A;N/A;131.0;14.5;28.0;7;N/A;0.5;HSS;Diamond;Type 1;4_B_1;9;5;4;1;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Chamfer Mill;0;0;0;0;1;66AWD676;772.5876.4624;inch;Yes;Niagara Cutter;HSK-A63;9.525;0.375;29;N/A;N/A;N/A;120.0;66.0;83.0;7;30°;0.06;HSS;None;Type 2;5_B_9;1;0;1;1;N/A;N/A;N/A;3_F_9;47;tool;Double-sided Chamfer Mill
Face Mill;0;0;0;1;0;55LAT388;792.4174.3137;inch;No;Sandvik;HSK-A63;9.525;0.375;28;N/A;N/A;N/A;68.0;41.0;43.0;6;N/A;N/A;VHM;Titanium Nitride;N/A;4_E_13;3;3;0;0;N/A;1_B_13;N/A;N/A;49;tool;Face Mill
Chamfer Mill;0;0;0;0;1;49GTQ441;748.5973.8513;mm;Yes;SECO;SK-40;4.5;0.1772;40;N/A;N/A;N/A;199.0;38.0;91.0;3;90°;0.3;HSS;Aluminium Titanium Nitride;Type 2;5_B_10;8;0;8;7;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Thread Tap;0;0;0;0;1;87PDN260;700.3290.4542;inch;Yes;Garant;SK-40;38.1;1.5;44;M8;N/A;N/A;95.0;37.61;42.0;3;45°;0.03;VHM;None;Type 1;3_A_9;11;4;7;6;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Drill;0;0;0;0;1;73APJ374;744.4487.5029;mm;No;Sandvik;SK-40;4.5;0.1772;48;N/A;N/A;N/A;66.0;34.0;60.0;2;N/A;N/A;VHM;Titanium Nitride;Type 3;6_A_15;3;1;2;3;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Sphere Mill;0;0;0;0;1;65SNJ522;731.5011.6004;inch;No;Garant;HSK-A63;3.175;0.125;44;N/A;N/A;N/A;188.43;55.32;82.63;2;30°;N/A;VHM;Titanium Nitride;Type 2;2_B_7;10;1;9;5;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
End Mill;0;0;0;0;1;23OPC215;792.3765.2696;inch;No;Niagara Cutter;SK-40;25.4;1;30;N/A;N/A;N/A;125.9;13.0;34.0;7;N/A;0.03;VHM;None;Type 1;6_A_13;3;2;1;3;N/A;N/A;N/A;N/A;0;tool;Chamfer Ended End Mill
Thread Tap;0;0;0;0;1;57EVE465;716.1011.4675;mm;No;KENNAMETAL;SK-40;4.5;0.1772;43;M6;N/A;N/A;143.0;25.0;82.33;10;N/A;N/A;VHM;Titanium Nitride;N/A;1_E_14;11;5;6;4;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Thread Tap;0;0;1;1;0;61FPC169;703.3925.1506;mm;No;Niagara Cutter;HSK-A63;8;0.315;47;0-80;N/A;N/A;133.0;13.0;30.0;8;N/A;N/A;HSS;Titanium Nitride;Type 3;1_A_1;8;2;6;3;N/A;N/A;N/A;3_F_14;19;tool;Blind Hole Thread Tap
Chamfer Mill;0;0;0;0;1;29KOB555;779.3271.1876;mm;No;KENNAMETAL;HSK-A63;3;0.1181;47;N/A;N/A;N/A;113.0;28.0;29.06;1;30°;0.3;VHM;None;Type 1;5_B_10;4;2;2;1;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Drill;0;1;0;0;0;29QNA913;725.2046.6360;mm;No;Niagara Cutter;SK-40;2.5;0.0984;38;N/A;N/A;N/A;91.14;57.92;62.66;8;90°;0.3;HSS;Titanium Nitride;Type 3;4_A_2;6;5;1;4;N/A;N/A;N/A;N/A;0;tool;Modular Drill
End Mill;0;0;0;0;1;84ZCJ554;718.7476.8737;inch;Yes;Niagara Cutter;SK-40;25.4;1;49;N/A;N/A;N/A;76.08;14.89;35.0;6;90°;N/A;VHM;None;Type 1;3_C_1;6;1;5;6;N/A;N/A;N/A;N/A;0;tool;Chamfer Ended End Mill
Drill;0;0;1;1;0;57YFC124;751.1109.4370;inch;No;Sandvik;SK-40;9.525;0.375;44;N/A;N/A;N/A;70.94;28.5;43.0;4;45°;N/A;VHM;Diamond;N/A;3_D_3;11;4;7;2;N/A;2_E_9;N/A;N/A;47;tool;Pilot Drill
Face Mill;1;1;0;1;0;25LEL947;756.6891.7523;inch;No;Garant;SK-40;3.175;0.125;33;N/A;N/A;N/A;73.0;14.16;25.0;7;45°;0.12;VHM;Aluminium Titanium Nitride;N/A;5_E_9;8;1;7;6;N/A;N/A;N/A;N/A;0;tool;Face Mill
Sphere Mill;0;0;0;0;1;76VKS461;761.9098.2477;inch;Yes;Niagara Cutter;HSK-A63;38.1;1.5;47;N/A;N/A;N/A;127.0;52.0;54.75;9;90°;0.03;HSS;Aluminium Titanium Nitride;N/A;3_B_2;0;0;0;0;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
End Mill;0;0;0;0;1;47QFW315;743.1222.1698;mm;Yes;Niagara Cutter;HSK-A63;16;0.6299;12;N/A;N/A;N/A;112.89;63.0;111.0;7;90°;N/A;HSS;None;Type 2;3_C_7;6;1;5;2;N/A;N/A;N/A;4_E_12;43;tool;Variable Helix End Mill
Sphere Mill;0;0;0;0;1;78XDU395;709.1542.5753;mm;No;Sandvik;HSK-A63;8;0.315;24;N/A;N/A;N/A;163.35;83.0;95.14;4;N/A;0.3;VHM;Aluminium Titanium Nitride;Type 3;1_D_7;9;4;5;3;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Thread Tap;0;0;0;0;1;29BOK704;741.1247.3809;mm;No;Niagara Cutter;SK-40;3.5;0.1378;41;2-56;N/A;N/A;179.0;60.0;107.57;6;30°;3;VHM;Diamond;Type 1;4_D_15;6;2;4;2;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
T-Slot Mill;1;1;1;0;0;34BCF752;793.2272.3029;mm;No;KENNAMETAL;HSK-A63;6;0.2362;46;N/A;12;7.4204;189.0;37.68;163.41;7;90°;N/A;VHM;Aluminium Titanium Nitride;Type 1;2_E_5;10;2;8;7;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
End Mill;0;0;0;0;1;29PCJ761;771.5349.3458;mm;No;KENNAMETAL;HSK-A63;2.5;0.0984;44;N/A;N/A;N/A;172.63;33.0;62.54;8;30°;N/A;HSS;None;Type 2;1_E_5;10;5;5;0;N/A;N/A;3_F_13;N/A;15;tool;Ball Nose End Mill
Chamfer Mill;1;1;1;0;0;69TMU209;708.1075.7774;mm;Yes;Sandvik;HSK-A63;8;0.315;18;N/A;N/A;N/A;72.93;17.0;20.0;9;45°;2;HSS;Diamond;N/A;3_B_15;3;1;2;0;N/A;6_D_7;N/A;N/A;26;tool;Double-sided Chamfer Mill
Face Mill;0;0;0;0;1;56TVD508;758.1655.5055;mm;Yes;Garant;SK-40;8;0.315;31;N/A;N/A;N/A;146.0;94.0;129.0;4;N/A;N/A;HSS;None;Type 1;5_E_4;12;2;10;12;N/A;N/A;N/A;N/A;0;tool;Face Mill
Thread Tap;0;1;1;0;0;20OQF352;766.5416.8120;mm;No;Niagara Cutter;HSK-A63;4.5;0.1772;17;M3;N/A;N/A;62.43;34.49;57.0;3;30°;3;HSS;Aluminium Titanium Nitride;Type 3;2_F_9;10;1;9;3;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
T-Slot Mill;0;0;0;0;1;30PYL347;765.3941.8108;inch;Yes;KENNAMETAL;HSK-A63;50.8;2;21;N/A;14;13.4212;167.45;62.0;159.0;3;N/A;N/A;HSS;Titanium Nitride;N/A;1_F_1;12;4;8;7;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Chamfer Mill;0;0;0;0;1;99UEB338;757.8056.8734;mm;No;Sandvik;SK-40;16;0.6299;43;N/A;N/A;N/A;63.45;25.0;27.0;6;90°;3;VHM;None;Type 3;3_A_13;5;1;4;2;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Chamfer Mill;0;0;0;1;0;28FMT166;708.8926.7188;mm;Yes;Niagara Cutter;SK-40;6;0.2362;13;N/A;N/A;N/A;75.24;62.0;64.49;4;N/A;0.3;HSS;Aluminium Titanium Nitride;Type 2;1_A_3;2;0;2;2;N/A;N/A;N/A;2_C_6;3;tool;Double-sided Chamfer Mill
Chamfer Mill;0;0;0;0;1;30VBD373;772.8679.3691;mm;No;SECO;HSK-A63;10;0.3937;33;N/A;N/A;N/A;185.0;68.0;80.0;10;45°;N/A;VHM;Diamond;N/A;6_D_15;7;2;5;4;6_F_13;N/A;N/A;N/A;12;tool;Double-sided Chamfer Mill
Drill;0;0;0;0;1;12IJQ696;736.6779.9873;mm;No;Niagara Cutter;SK-40;20;0.7874;10;N/A;N/A;N/A;169.0;10.03;109.0;10;N/A;N/A;HSS;Diamond;Type 1;5_C_15;4;3;1;4;N/A;N/A;N/A;3_C_15;48;tool;Modular Drill
T-Slot Mill;0;0;0;0;1;88KCK258;701.5049.7901;inch;Yes;Garant;SK-40;44.45;1.75;27;N/A;19;7.6215;184.0;38.63;123.0;3;45°;N/A;VHM;Diamond;Type 2;4_E_15;12;2;10;4;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Chamfer Mill;0;0;0;0;1;29NWG137;796.5522.8106;mm;Yes;Garant;HSK-A63;1.5;0.0591;30;N/A;N/A;N/A;142.0;28.62;43.0;6;N/A;0.5;VHM;None;Type 1;3_C_12;8;2;6;4;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
T-Slot Mill;0;0;0;1;0;68PZQ462;719.9764.8472;inch;Yes;SECO;SK-40;15.875;0.625;44;N/A;11;10.4693;118.25;49.31;74.0;1;N/A;0.12;HSS;None;N/A;1_E_10;1;1;0;1;3_E_5;N/A;N/A;N/A;41;tool;T-Slot Mill
Sphere Mill;0;0;0;0;1;13YOH138;712.6078.4721;mm;Yes;SECO;SK-40;5;0.1969;39;N/A;N/A;N/A;92.45;48.0;75.0;4;45°;N/A;HSS;None;Type 3;4_D_8;8;4;4;4;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Thread Tap;0;0;0;0;1;37VCK977;797.1120.9224;mm;Yes;Sandvik;HSK-A63;20;0.7874;29;M3;N/A;N/A;171.0;81.0;135.1;1;45°;N/A;VHM;None;N/A;6_F_15;4;1;3;4;N/A;1_B_6;N/A;N/A;44;tool;Blind Hole Thread Tap
Sphere Mill;0;1;0;0;0;52WZB189;703.5030.8998;inch;Yes;SECO;HSK-A63;12.7;0.5;31;N/A;N/A;N/A;108.0;22.09;95.0;5;90°;0.06;HSS;Titanium Nitride;Type 3;5_C_1;6;2;4;0;4_A_4;N/A;N/A;N/A;36;tool;Sphere Mill
End Mill;1;0;0;1;0;15DFB378;767.4005.1969;mm;No;SECO;HSK-A63;4;0.1575;28;N/A;N/A;N/A;133.91;36.0;121.0;9;90°;N/A;HSS;Aluminium Titanium Nitride;Type 1;2_F_13;3;1;2;2;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Chamfer Mill;0;0;0;0;1;66UJN523;770.6803.3424;inch;Yes;Sandvik;SK-40;15.875;0.625;49;N/A;N/A;N/A;167.1;86.0;106.0;9;N/A;N/A;VHM;Titanium Nitride;Type 3;2_F_4;13;4;9;2;N/A;5_D_7;N/A;N/A;37;tool;Double-sided Chamfer Mill
Face Mill;0;0;1;0;0;82LFV339;724.7451.9104;mm;No;Sandvik;HSK-A63;2;0.0787;25;N/A;N/A;N/A;101.75;11.0;84.0;4;90°;N/A;HSS;Titanium Nitride;Type 1;1_C_15;8;2;6;6;N/A;N/A;N/A;N/A;0;tool;Face Mill
End Mill;1;0;0;1;0;76LFU424;760.2514.9838;mm;No;SECO;HSK-A63;16;0.6299;32;N/A;N/A;N/A;155.0;47.96;126.0;1;45°;N/A;HSS;Titanium Nitride;Type 3;2_E_4;11;1;10;10;N/A;N/A;N/A;N/A;0;tool;Variable Helix End Mill
Thread Tap;0;0;0;0;1;42CFK966;755.5812.7055;mm;Yes;Garant;SK-40;1.5;0.0591;22;M6;N/A;N/A;192.0;100.0;167.53;1;45°;0.5;VHM;Aluminium Titanium Nitride;Type 1;1_F_6;10;1;9;0;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Drill;0;0;0;0;1;10HYZ950;792.2114.1330;mm;Yes;Garant;SK-40;1;0.0394;12;N/A;N/A;N/A;61.38;27.2;41.0;9;45°;3;VHM;Diamond;Type 3;5_A_10;9;1;8;1;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Chamfer Mill;0;0;1;1;0;87WFA542;747.7454.3992;inch;No;KENNAMETAL;HSK-A63;31.75;1.25;39;N/A;N/A;N/A;61.0;30.54;45.05;3;45°;N/A;VHM;None;N/A;4_F_6;10;2;8;2;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Drill;0;0;0;0;1;81DPA936;788.1400.1892;inch;No;Garant;HSK-A63;31.75;1.25;46;N/A;N/A;N/A;160.0;25.0;105.0;7;N/A;0.12;VHM;Titanium Nitride;Type 1;1_D_14;3;0;3;1;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Drill;1;1;0;1;0;99WGW974;777.3486.1875;mm;Yes;SECO;SK-40;8;0.315;46;N/A;N/A;N/A;198.82;79.38;165.11;3;N/A;N/A;HSS;Diamond;Type 2;6_B_14;10;3;7;10;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Sphere Mill;0;1;1;1;0;60EUB778;783.6804.6330;mm;No;Niagara Cutter;HSK-A63;20;0.7874;23;N/A;N/A;N/A;79.56;24.0;46.0;7;90°;0.5;VHM;Titanium Nitride;Type 3;4_F_6;14;4;10;5;N/A;N/A;N/A;6_F_3;26;tool;Sphere Mill
Thread Tap;0;0;1;1;0;17JNL903;723.8993.2151;inch;No;Niagara Cutter;HSK-A63;12.7;0.5;17;M12;N/A;N/A;141.0;45.0;124.94;10;45°;N/A;VHM;Titanium Nitride;N/A;2_A_3;3;3;0;1;N/A;N/A;N/A;5_F_12;30;tool;Blind Hole Thread Tap
T-Slot Mill;0;0;0;0;1;31XZU767;777.5699.4107;inch;No;KENNAMETAL;SK-40;19.05;0.75;38;N/A;13;10.6778;162.77;29.0;34.0;8;45°;N/A;HSS;Aluminium Titanium Nitride;Type 3;5_A_11;7;4;3;6;N/A;N/A;6_D_13;N/A;6;tool;T-Slot Mill
T-Slot Mill;0;0;0;0;1;27EKU218;725.6559.5120;mm;No;KENNAMETAL;HSK-A63;3;0.1181;27;N/A;8;7.5942;91.13;37.33;40.0;6;45°;N/A;HSS;Aluminium Titanium Nitride;N/A;3_E_5;6;3;3;6;N/A;N/A;6_E_4;N/A;13;tool;T-Slot Mill
Face Mill;0;0;1;0;0;44CIN369;734.4474.6860;inch;No;Niagara Cutter;SK-40;31.75;1.25;13;N/A;N/A;N/A;115.63;12.82;57.48;6;N/A;0.12;VHM;Diamond;Type 1;6_D_15;5;4;1;3;N/A;N/A;N/A;3_C_10;6;tool;High-feed Face Mill
End Mill;0;0;0;0;1;15SJR984;728.3845.9310;inch;No;Niagara Cutter;HSK-A63;9.525;0.375;33;N/A;N/A;N/A;118.0;54.07;113.13;10;30°;N/A;HSS;Diamond;N/A;5_C_7;10;4;6;2;N/A;N/A;N/A;6_C_12;50;tool;Variable Helix End Mill
Face Mill;1;1;1;0;0;87TSJ757;752.1917.5967;inch;No;Garant;SK-40;31.75;1.25;24;N/A;N/A;N/A;168.48;13.0;89.0;5;N/A;N/A;VHM;None;Type 1;6_D_15;11;3;8;4;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
Thread Tap;0;0;0;0;1;49VAO834;758.8746.2608;inch;No;KENNAMETAL;SK-40;25.4;1;45;M8;N/A;N/A;181.0;31.92;62.0;6;45°;N/A;VHM;Diamond;Type 2;5_A_3;4;4;0;0;N/A;N/A;4_F_8;N/A;6;tool;Blind Hole Thread Tap
Drill;0;0;0;0;1;53TEC873;752.7734.5453;mm;No;Sandvik;SK-40;4.5;0.1772;29;N/A;N/A;N/A;64.71;17.75;22.0;9;N/A;0.3;VHM;None;Type 1;3_F_6;7;1;6;1;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Thread Tap;0;1;1;1;0;53GXD136;707.4036.5344;inch;Yes;KENNAMETAL;HSK-A63;44.45;1.75;22;2-56;N/A;N/A;122.0;37.59;51.0;3;N/A;0.12;VHM;Aluminium Titanium Nitride;Type 3;5_A_1;9;2;7;2;N/A;N/A;6_D_9;N/A;5;tool;Thru-hole Thread Tap
End Mill;0;0;0;0;1;60FLF613;727.9986.1715;inch;No;SECO;HSK-A63;50.8;2;24;N/A;N/A;N/A;103.43;31.0;91.57;10;30°;N/A;HSS;None;Type 2;4_F_10;8;0;8;0;6_F_2;N/A;N/A;N/A;44;tool;Chamfer Ended End Mill
Thread Tap;0;0;0;0;1;63TOF349;748.3129.1397;inch;Yes;Garant;HSK-A63;31.75;1.25;40;2-56;N/A;N/A;174.52;27.0;59.0;9;45°;0.03;HSS;Aluminium Titanium Nitride;N/A;3_A_10;12;3;9;4;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
T-Slot Mill;1;0;1;0;0;92RAQ578;781.6627.5432;mm;Yes;KENNAMETAL;SK-40;5;0.1969;34;N/A;20;7.4797;130.0;83.08;89.72;10;30°;N/A;HSS;Diamond;Type 2;5_F_1;6;1;5;0;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Face Mill;0;0;0;0;1;46KYC815;745.4540.7058;inch;No;SECO;HSK-A63;19.05;0.75;22;N/A;N/A;N/A;87.82;46.0;64.77;1;90°;0.12;VHM;Aluminium Titanium Nitride;N/A;2_E_7;8;2;6;2;5_F_9;N/A;N/A;N/A;48;tool;High-feed Face Mill
End Mill;0;0;0;0;1;61BFO415;786.6989.7428;inch;No;Sandvik;HSK-A63;19.05;0.75;50;N/A;N/A;N/A;135.3;59.3;80.0;3;45°;0.03;VHM;Aluminium Titanium Nitride;Type 2;5_C_6;11;5;6;8;N/A;2_D_5;N/A;N/A;44;tool;Roughing End Mill
Drill;1;1;1;0;0;32JEP491;712.9559.8319;mm;Yes;Niagara Cutter;HSK-A63;20;0.7874;38;N/A;N/A;N/A;154.43;34.68;145.0;2;90°;3;VHM;Aluminium Titanium Nitride;N/A;2_A_5;1;1;0;0;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Drill;0;0;0;0;1;90HJK412;729.4676.1306;inch;Yes;KENNAMETAL;SK-40;38.1;1.5;28;N/A;N/A;N/A;111.78;93.0;111.0;6;45°;N/A;VHM;Aluminium Titanium Nitride;Type 2;3_B_14;8;4;4;4;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Thread Tap;0;0;0;0;0;78ZLA192;709.7791.8979;mm;Yes;KENNAMETAL;HSK-A63;2;0.0787;50;M3;N/A;N/A;118.01;39.0;93.0;1;30°;N/A;HSS;Diamond;Type 3;5_C_12;9;2;7;8;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Drill;1;1;0;1;0;48BUA849;793.9499.4621;inch;Yes;SECO;HSK-A63;44.45;1.75;25;N/A;N/A;N/A;108.34;11.0;45.23;10;90°;0.12;HSS;Aluminium Titanium Nitride;Type 1;5_F_4;5;0;5;1;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Chamfer Mill;0;1;0;1;0;91TBM129;763.5955.8909;mm;Yes;Garant;SK-40;4.5;0.1772;28;N/A;N/A;N/A;95.73;19.59;35.0;5;30°;N/A;VHM;None;Type 2;1_C_8;12;5;7;0;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
T-Slot Mill;0;0;0;0;1;46BFP500;771.5609.5700;mm;Yes;Garant;HSK-A63;4.5;0.1772;41;N/A;12;6.8668;74.83;11.93;50.56;6;30°;N/A;VHM;Titanium Nitride;Type 1;3_C_14;5;0;5;3;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Thread Tap;0;1;1;1;0;72WVU142;701.4072.4205;inch;Yes;Sandvik;SK-40;12.7;0.5;33;M12;N/A;N/A;185.11;30.06;32.0;7;N/A;0.06;HSS;Titanium Nitride;Type 1;3_F_9;2;0;2;0;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Chamfer Mill;0;1;1;1;0;73VGH703;769.7563.1703;inch;No;Niagara Cutter;SK-40;15.875;0.625;48;N/A;N/A;N/A;57.24;16.98;20.43;6;45°;N/A;HSS;Aluminium Titanium Nitride;Type 2;2_B_11;13;4;9;12;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
End Mill;0;0;1;0;0;17YXQ194;710.8140.4039;mm;No;SECO;HSK-A63;8;0.315;26;N/A;N/A;N/A;78.89;27.0;33.84;8;30°;1;VHM;Titanium Nitride;Type 2;2_E_3;14;4;10;12;6_F_3;N/A;N/A;N/A;44;tool;Variable Helix End Mill
T-Slot Mill;0;0;0;0;1;47EXM399;703.3473.6951;mm;No;KENNAMETAL;HSK-A63;10;0.3937;25;N/A;5;10.3883;177.96;15.7;133.84;1;N/A;N/A;HSS;Aluminium Titanium Nitride;Type 1;4_C_1;5;5;0;3;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Face Mill;0;0;0;0;1;15LQG352;720.7111.1770;mm;No;SECO;SK-40;1.5;0.0591;38;N/A;N/A;N/A;58.0;26.0;41.8;9;90°;N/A;HSS;Aluminium Titanium Nitride;N/A;5_A_9;1;1;0;1;6_D_11;N/A;N/A;N/A;11;tool;Face Mill
Sphere Mill;1;0;0;0;0;19JZN334;792.4320.8147;mm;Yes;Garant;SK-40;12;0.4724;17;N/A;N/A;N/A;80.28;33.35;45.28;9;45°;N/A;VHM;Diamond;Type 2;4_A_7;7;0;7;4;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
End Mill;1;1;1;1;0;30YLB788;731.8360.6114;inch;Yes;SECO;SK-40;9.525;0.375;26;N/A;N/A;N/A;179.4;64.93;79.0;2;30°;N/A;VHM;Titanium Nitride;Type 2;4_B_5;3;1;2;0;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Sphere Mill;0;0;1;1;0;27GMQ928;776.3630.5853;inch;No;Garant;SK-40;6.35;0.25;11;N/A;N/A;N/A;90.0;47.17;48.89;3;N/A;0.12;HSS;None;Type 1;2_D_9;2;1;1;2;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
End Mill;0;0;0;0;1;81HLU399;705.5714.1082;mm;Yes;KENNAMETAL;SK-40;3.5;0.1378;24;N/A;N/A;N/A;57.0;52.0;56.0;7;N/A;N/A;VHM;Titanium Nitride;N/A;3_A_7;14;4;10;12;N/A;N/A;5_E_10;N/A;13;tool;Single Flute End Mill
Chamfer Mill;1;0;1;0;0;91PTG371;768.4466.3836;inch;No;Niagara Cutter;SK-40;3.175;0.125;25;N/A;N/A;N/A;71.0;34.0;44.64;7;45°;0.03;HSS;Aluminium Titanium Nitride;Type 3;6_C_9;11;4;7;9;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Face Mill;0;0;0;0;1;12CUO200;703.8475.8154;mm;No;Garant;HSK-A63;4.5;0.1772;33;N/A;N/A;N/A;51.98;16.33;50.0;1;90°;2;VHM;Aluminium Titanium Nitride;N/A;1_F_5;8;4;4;8;N/A;N/A;N/A;N/A;0;tool;Face Mill
T-Slot Mill;0;0;0;0;1;23ZAB802;735.3623.2194;mm;Yes;Sandvik;SK-40;5;0.1969;16;N/A;10;11.4968;71.0;18.78;20.06;4;45°;N/A;VHM;Diamond;Type 2;2_F_11;15;5;10;6;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
Sphere Mill;1;1;1;1;0;31IPQ100;765.4682.4081;mm;Yes;Sandvik;SK-40;5;0.1969;36;N/A;N/A;N/A;133.0;28.05;64.46;5;45°;N/A;HSS;Aluminium Titanium Nitride;Type 1;5_E_15;1;0;1;1;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Thread Tap;0;0;0;0;1;36IAY286;744.8490.8399;mm;No;Niagara Cutter;HSK-A63;1;0.0394;21;2-56;N/A;N/A;190.61;27.92;45.0;8;N/A;1;HSS;Aluminium Titanium Nitride;N/A;6_E_13;5;4;1;3;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Chamfer Mill;0;0;0;0;1;53QSQ484;783.4969.9990;inch;No;KENNAMETAL;HSK-A63;15.875;0.625;24;N/A;N/A;N/A;164.83;84.0;157.0;10;45°;0.06;VHM;Diamond;Type 2;3_F_6;8;1;7;7;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
